folder,dialogueID,date,from,to,text
3,90751.tsv,2009-04-04T08:19:00.000Z,quantumkenny,,"Ubutntu 9.04 beta: compiz: missing transparency effeccts on all windows.  everything else in compiz works great.  any ideas?"
3,90751.tsv,2009-04-04T08:19:00.000Z,quantumkenny,,"intel graphics"
3,90751.tsv,2009-04-04T08:19:00.000Z,musikgoat|main,quantumkenny,"#ubuntu+1"
3,34784.tsv,2010-07-19T00:43:00.000Z,bullgard4,sheepz_,"Try Synaptic > File > History"
3,34784.tsv,2010-07-19T00:49:00.000Z,bullgard4,," /usr/lib/firefox-3.6.6 in mc shows Owner: root/src even after I have re-installed all packages having 'firefox' in their names. How to fix this?"
3,34784.tsv,2010-07-19T00:49:00.000Z,sheepz_,bullgard4,"thank you"
3,329586.tsv,2005-09-09T05:13:00.000Z,Fotinakis,,"hello all -- quick question: I came across some information that says that Ubuntu comes with 3180 packages by default, and maximally 16271.  Where are the rest of these packages? Is there an ISO somewhere to download or is it totally by apt?"
3,329586.tsv,2005-09-09T05:15:00.000Z,Fotinakis,,"anyone? (see question above) where to get the rest of the ubuntu packages?"
3,329586.tsv,2005-09-09T05:16:00.000Z,volvoguy,Fotinakis,"all the extra software you're referring to is in the universe repository, accessible via apt or synaptic."
3,312879.tsv,2005-03-19T13:36:00.000Z,Agrajag,,"grumpy groundhog"
3,312879.tsv,2005-03-19T13:36:00.000Z,Agrajag,,"they're gonna run out of hogs pretty soon"
3,312879.tsv,2005-03-19T13:37:00.000Z,bradg,Agrajag,"After grumpy is perky penguin."
3,60237.tsv,2009-09-30T08:19:00.000Z,The-Last-C,,"CAN ANYONE HELP me with installing a video game? The first patch won't update the game, but the others try to patch and pretend to succeed but they need the first patch to do this. I'm stuck with this game and it won't work unless the first patch is installed... I think it may have something to do with the ms.net framework but I'm not sure...."
3,60237.tsv,2009-09-30T08:20:00.000Z,Major_Quacks,The-Last-C,"What game?"
3,60237.tsv,2009-09-30T08:25:00.000Z,Major_Quacks,The-Last-C,"I havnt had to need that, I have no experience there, sorry, but I wonder if you could... Hm"
3,254006.tsv,2006-06-14T06:14:00.000Z,stevekl,,"So why are we helping zxc333?"
3,254006.tsv,2006-06-14T06:14:00.000Z,stevekl,,"Seriously, if he's not going to use linux then why does he expect help from us"
3,254006.tsv,2006-06-14T06:15:00.000Z,__mikem,stevekl,"aggreed"
3,338209.tsv,2006-07-05T07:10:00.000Z,dle,,"Hi. What are the 6.06 images called 'alternate'?  E.g. ubuntu-6.06-alternate-i386.iso"
3,338209.tsv,2006-07-05T07:11:00.000Z,sladen,dle,"they use the Debian-installer, in text-mode.  They are useful when setting up LVM, RAID, servers, or other special (non-Desktop) requirements"
3,338209.tsv,2006-07-05T07:11:00.000Z,dle,sladen,"Ah, thanks!"
3,188526.tsv,2009-07-30T02:57:00.000Z,^Phantom^,,"I downloaded Google Earth, or so I thought, but ended up with a useless .bin file.  I wanted to install Google Earth, but can't do jack shit with the file I ended up with.  What a worthless fucking waste of 25MB!"
3,188526.tsv,2009-07-30T02:58:00.000Z,jussi01,^Phantom^,"medibuntu has google earth in it"
3,188526.tsv,2009-07-30T03:10:00.000Z,jussi01,^Phantom^,"please watch the language"
3,214971.tsv,2007-10-09T08:10:00.000Z,WildOS,,"Does the size of an unsigned long differ between an x86 based computer and an arm9 based controller?"
3,214971.tsv,2007-10-09T08:11:00.000Z,WildOS,,"Sorry, for asking this question here.. but I've found that there are people in this channel working with stuff like this... I am using the helix toolchain and kernel 2.6.22.."
3,214971.tsv,2007-10-09T08:11:00.000Z,Magus_X,WildOS,"porting apps for NintendoDS?"
3,240768.tsv,2006-04-13T08:43:00.000Z,heyjoe2,,"can someone help me with usb problems. ubuntu doesnt recognize my mp3 player of usbstick and win2000 does. im dual booting but i really want to use linux permanently"
3,240768.tsv,2006-04-13T08:44:00.000Z,nil,heyjoe2,"does ubuntu recognizes other usb devices on your computer?"
3,240768.tsv,2006-04-13T08:45:00.000Z,heyjoe2,nil,"it recognizes my usb mouse"
3,202542.tsv,2007-05-02T09:44:00.000Z,AaronMT,,"./configure"
3,202542.tsv,2007-05-02T09:46:00.000Z,AaronMT,,"!chmod > noelferreira"
3,202542.tsv,2007-05-02T09:48:00.000Z,noelferreira,AaronMT,"i did chmod to that script however the script itself has a sudo command in it."
3,46973.tsv,2012-10-17T16:42:00.000Z,Ashael,,"hello"
3,46973.tsv,2012-10-17T16:42:00.000Z,Ashael,,"is 12.10 coming out tomorrow as expected?"
3,46973.tsv,2012-10-17T16:43:00.000Z,actionParsnip,Ashael,"ask in #ubuntu+1 as the channel motd states"
3,336567.tsv,2007-03-22T06:01:00.000Z,manton2007,,"All kidding aside, isn't there a way to get a higher screen resolution than 1024 by ..."
3,336567.tsv,2007-03-22T06:02:00.000Z,manton2007,,"I'm reading what you wrote, ubotu"
3,336567.tsv,2007-03-22T06:04:00.000Z,dot,manton2007,"click on applications, then accesories, then terminal"
3,77927.tsv,2009-03-15T13:14:00.000Z,fieldse,elad`,"seems there's not much for keyboard shortcuts in GNOME but through configuration editor. There may be an application to do this but I haven't found it yet. Weak, eh?  Sounds like someone needs to write an app."
3,77927.tsv,2009-03-15T13:15:00.000Z,elad`,fieldse,"I didn't mean to say I could do better."
3,77927.tsv,2009-03-15T13:16:00.000Z,elad`,fieldse,"but the same goes for music. If someone is missing half the notes while playing the moonlight sonata, and I point it out, it doesn't mean I presume to be able to hit even a third."
3,287618.tsv,2010-09-01T23:31:00.000Z,asdzek,,"Hi. I have a windows xp iso file, I would like to copy content of this .iso file to my pendrive and make it bootable. How can I do that under ubuntu?"
3,287618.tsv,2010-09-01T23:32:00.000Z,asdzek,,"are you kidding me? making bootable USB stick is 'highly  windows specific issue'?"
3,287618.tsv,2010-09-01T23:33:00.000Z,Muelli,asdzek,"making a *Windows* bootable off a pendrive is."
3,147828.tsv,2012-09-04T04:37:00.000Z,jamar,,"it not doing anything just show this http://paste.ubuntu.com/1184732/"
3,147828.tsv,2012-09-04T04:39:00.000Z,jamar,,"http://paste.ubuntu.com/1184732/"
3,147828.tsv,2012-09-04T04:40:00.000Z,bazhang,jamar,"no need to repaste that 6 times"
3,21008.tsv,2012-03-03T18:04:00.000Z,bobweaver,bosong,"do you have the shoetcuts already /usr/share/applications/<name of program.desktop> but after reading above seems like Dr_willis  got you going"
3,21008.tsv,2012-03-03T18:05:00.000Z,bobweaver,bosong,"if you want something running as a supersuser just add that or create a new .desktopfile and use gksudo in the execute part"
3,21008.tsv,2012-03-03T18:11:00.000Z,bobweaver,bosong,"a good example may be found in the program 'bleachbit '  as there are 2 .desktop files one for reg user's and one for root  under /usr/share/applications/bleachbit.desktop   /usr/share/applications/bleachbit.root.desktop  or wireshark is a good different example   look at those files and pay close attention  to the part that looks like' Exec= '  that is how and where and what all right there hope that this help"
3,182884.tsv,2011-04-30T15:24:00.000Z,zak_,,"how to transfer files (250 GB) from my pc and my new laptop?"
3,182884.tsv,2011-04-30T15:24:00.000Z,zak_,,"how to transfer files (250 GB) from my pc to my new laptop?"
3,182884.tsv,2011-04-30T15:24:00.000Z,rly,zak_,"not by getting kicked from the channel, I suppose."
3,136515.tsv,2008-12-23T02:40:00.000Z,Pici,,"!fishing | ortsvorsteher"
3,136515.tsv,2008-12-23T02:40:00.000Z,ortsvorsteher,Pici,":)"
3,136515.tsv,2011-08-03T15:59:00.000Z,Pici,ortsvorsteher,"This should be helpful too: http://mywiki.wooledge.org/BashFAQ/037"
3,130638.tsv,2008-03-12T14:45:00.000Z,ActionParsnip,huiii,"check /etc/fstab ;)"
3,130638.tsv,2008-03-12T14:45:00.000Z,huiii,,"ok"
3,130638.tsv,2008-03-12T14:46:00.000Z,huiii,ActionParsnip,"fstab just lists internal HDDs"
3,302751.tsv,2005-05-12T16:15:00.000Z,KingArthur,,"hey all, I've a question.  Is there anyway to migrate from Ubuntu to Kubuntu w/o loosing any settings or anything downloaded etc?"
3,302751.tsv,2005-05-12T16:15:00.000Z,KingArthur,,"I tried the Kubuntu live cd and was impressed"
3,302751.tsv,2005-05-12T16:17:00.000Z,Nechushtan,KingArthur,"just install KDE via synaptic. i did it and it worked fine"
3,153873.tsv,2007-08-16T09:16:00.000Z,BarMan,,"what is the root password on knoppix ?"
3,153873.tsv,2007-08-16T09:16:00.000Z,dooglus,BarMan,"toor?"
3,153873.tsv,2007-08-16T09:17:00.000Z,BarMan,dooglus," no its not that one"
3,284874.tsv,2005-08-22T11:54:00.000Z,black13,,"does the ubuntu live cd use squashfs"
3,284874.tsv,2005-08-22T11:55:00.000Z,iiiears,black13,"- i don't think it does"
3,284874.tsv,2005-08-22T11:55:00.000Z,black13,iiiears,"i am looking for for a mini-distro that i can modify/learn from"
3,305646.tsv,2005-11-20T08:54:00.000Z,cyrre,,"I'm not able to download Eterm with apt-get.. should I add some mirror or what?"
3,305646.tsv,2005-11-20T08:55:00.000Z,nickrud,cyrre,"I see it in universe, eterm"
3,305646.tsv,2005-11-20T09:20:00.000Z,nickrud,cyrre,"it is in the universe repository, you may need to enable it"
3,159371.tsv,2007-07-24T11:30:00.000Z,Maximander,,"huh, PPA sounds sweet!"
3,159371.tsv,2007-07-24T11:30:00.000Z,Maximander,,"who all is getting in the beta?"
3,159371.tsv,2007-07-24T11:32:00.000Z,pete83,Maximander,"it would be really awesome if it automatically generated packages for all distributions based on the source code"
3,295438.tsv,2007-12-23T00:53:00.000Z,cvd,,"its any soft  to free ram?"
3,295438.tsv,2007-12-23T00:54:00.000Z,erUSUL,cvd,"free ram i wasted ram"
3,295438.tsv,2007-12-23T01:02:00.000Z,erUSUL,cvd,"managin ram is the kernels job"
3,61614.tsv,2009-08-15T21:48:00.000Z,mook1,,"http://pastebin.com/d74f8dc93"
3,61614.tsv,2009-08-15T21:48:00.000Z,mook1,,"i guese thats what you want no ?"
3,61614.tsv,2009-08-15T21:49:00.000Z,shamm,mook1," lspci | grep vga"
3,164831.tsv,2007-07-28T12:50:00.000Z,mroc,,"i'm trying to tftp to a router.  it asks me to specify a port....which port do i use?"
3,164831.tsv,2007-07-28T12:52:00.000Z,howlingmadhowie,mroc,"tftp:69 ftp:21"
3,164831.tsv,2007-07-28T12:52:00.000Z,mroc,howlingmadhowie,"ok, great.   thanks for the info."
3,253248.tsv,2006-01-20T13:47:00.000Z,j,,"Hello.  Can anyone recommend a good iso burner for Ubuntu?"
3,253248.tsv,2006-01-20T13:47:00.000Z,Madpilot_catsit,j,"just right click on your ISO in the file manager, and select 'Burn To Disc'"
3,253248.tsv,2006-01-20T13:52:00.000Z,Madpilot_catsit,j,"it should - it always has for me..."
3,296810.tsv,2009-10-31T20:48:00.000Z,Guest28473,ubuntu,"crashes from moving my mouse pointer"
3,296810.tsv,2009-10-31T20:49:00.000Z,Guest28473,ubuntu,"crashes from moving my mouse pointer and it freezes"
3,296810.tsv,2009-10-31T20:50:00.000Z,Guest28473,ubuntu,"crashes from moving my mouse pointer and it freezes"
3,26658.tsv,2011-01-08T00:04:00.000Z,Nesto1000,,"Hi, can anyone help me? I am trying to encode a video using CLI and ffmpeg and x264. The thing is that I want to trim, deinterlace, and maybe resize the video... any help would be appreciated..."
3,26658.tsv,2011-01-08T00:05:00.000Z,Nesto1000,,"MKV"
3,26658.tsv,2011-01-08T00:05:00.000Z,sam-_-,Nesto1000,"man ffmpeg ?"
3,344066.tsv,2010-12-14T12:10:00.000Z,methylenedioxy,,"Hm, what kinds of risks does it lead to?"
3,344066.tsv,2010-12-14T12:11:00.000Z,methylenedioxy,,"(If that's off-topic, don't worry about it :)"
3,344066.tsv,2010-12-14T12:12:00.000Z,maco,methylenedioxy,"i think the worry is about $bad_person executing things $admin hasn't installed/approved"
3,16919.tsv,2011-05-19T20:33:00.000Z,wasikevin,,"Technoviking, ping"
3,16919.tsv,2011-05-19T20:34:00.000Z,Pici,wasikevin,"Hes not normally active that much in this channel, you may want to pm him if you need to speak to him."
3,16919.tsv,2011-05-19T20:34:00.000Z,wasikevin,Pici,"thank you"
3,122430.tsv,2008-07-26T07:11:00.000Z,EDocToor,,"I Bought a 'ZUNE' MP3 player,, does anyone have it working with Ubuntu 8.04"
3,122430.tsv,2008-07-26T07:11:00.000Z,almostdvs,EDocToor,"nope"
3,122430.tsv,2008-07-26T07:15:00.000Z,almostdvs,EDocToor,"i believe some people have got it to connect from an virtual installation but it runs at usb 1.0 so it's amazinglyslow"
3,300999.tsv,2005-07-16T05:37:00.000Z,meri,,"is there any gui to install wallpapers/themes/icons?"
3,300999.tsv,2005-07-16T05:37:00.000Z,meri,,"(for gnome)"
3,300999.tsv,2005-07-16T05:38:00.000Z,nalioth,meri,"system > prefs > theme"
3,28451.tsv,2012-05-23T10:12:00.000Z,Tm_T,ryanturner,"this is wrong channel for such 'laughs', so please stick in channel topic"
3,28451.tsv,2012-05-23T10:12:00.000Z,ryanturner,,"if you just want to mount a foreign share then you dont need samba on the local machine"
3,28451.tsv,2012-05-23T10:14:00.000Z,ryanturner,Tm_T,"Ok."
3,307940.tsv,2005-04-20T05:53:00.000Z,Cheetahfoot,,"where i can i find docs on how to upgrade ubuntu from warty to hoary?"
3,307940.tsv,2005-04-20T05:54:00.000Z,chiddy,Cheetahfoot,"sudo gedit /etc/apt/sources.list and change all instances of warty to hoary; sudo apt-get update and then sudo apt-get dist-upgrade should do it"
3,307940.tsv,2005-04-20T05:55:00.000Z,Cheetahfoot,chiddy,"thanks!"
3,280048.tsv,2007-01-21T16:30:00.000Z,phaidros,,"anybody xen and vserver on edgy?"
3,280048.tsv,2007-01-21T16:31:00.000Z,joshy,phaidros,"i have tryed, but it don't work"
3,280048.tsv,2007-01-21T16:32:00.000Z,joshy,phaidros,"I don't have to patch a kernel, because i've an core2 duo"
3,305874.tsv,2006-05-21T08:15:00.000Z,mnob07,,"hey"
3,305874.tsv,2006-05-21T08:17:00.000Z,mnob07,,"you can ignore me if you want if this is a stupid question, but I need help remembering what my login for ubuntu is. I JUST installed it, all I rememebr is putting Mike as the user name and my normal password but when booting it up they won't log me on?"
3,305874.tsv,2006-05-21T08:17:00.000Z,nickrud,mnob07,"are you making sure you use Mike, not mike"
3,14879.tsv,2012-11-06T20:40:00.000Z,dathui,,"where is the bash history stored?"
3,14879.tsv,2012-11-06T20:41:00.000Z,dathui,,"i have a rather long list of commands i want to store in a text file for future use"
3,14879.tsv,2012-11-06T20:41:00.000Z,zykotick9,dathui,"~/.bash_history"
3,38115.tsv,2010-10-19T14:44:00.000Z,Krishnandu,anjoe,"look at the download page"
3,38115.tsv,2010-10-19T14:44:00.000Z,Krishnandu,anjoe,"without live desktop and the gui"
3,38115.tsv,2010-10-19T14:56:00.000Z,Krishnandu,anjoe,"grub.cfg"
3,199818.tsv,2009-07-01T10:39:00.000Z,redsoxking,,"best video editing software? ANYONE"
3,199818.tsv,2009-07-01T10:39:00.000Z,cellofellow,redsoxking,"while not particularly full-featured or pretty, openmovieeditor is nice."
3,199818.tsv,2009-07-01T10:39:00.000Z,cellofellow,redsoxking,"if you can get it to work, PiTiVi."
3,331952.tsv,2005-08-10T11:42:00.000Z,deprave,,"anyone have a good suggestion on an html editor?"
3,331952.tsv,2005-08-10T11:42:00.000Z,deprave,,"nothing too fancy etc."
3,331952.tsv,2005-08-10T11:42:00.000Z,Burgundavia,deprave,"screem or bluefish"
3,258973.tsv,2007-10-31T07:18:00.000Z,boontoo,,"heh"
3,258973.tsv,2007-10-31T07:18:00.000Z,boontoo,,"australia servers must be choked atm"
3,258973.tsv,2007-10-31T07:20:00.000Z,mistik1,boontoo,"he said sound was working for the main user"
3,208656.tsv,2009-06-19T22:57:00.000Z,new2linx,,"anyone. i really need help understand perl rename. i am trying to rename a bunch of movies that are movie1 cd1.avi movie1 cd2.avi so that they are movie1.1.avi and movie1.2.avi. i have found rename.pl 's/\.orig$//' *.orig but i am not sure how to modify it for what I want."
3,208656.tsv,2009-06-19T22:58:00.000Z,Flannel,new2linx,"rename applies the regular expression to the files"
3,208656.tsv,2009-06-19T22:59:00.000Z,new2linx,Flannel,"so i won't be able to use perl rename to do what I want?"
3,200232.tsv,2007-04-18T07:38:00.000Z,dimeotane,,"anyone know of a page where I can start reading tonight about how to upgrade to the new version when feisty comes out later this week (without totally doing a reformat/reinstall?)"
3,200232.tsv,2007-04-18T07:40:00.000Z,Jordan_U,dimeotane,"https://help.ubuntu.com/community/FeistyUpgrades#head-9a1590da4277a813d23cbfb262a8c4ed7712508a"
3,200232.tsv,2007-04-18T08:04:00.000Z,Jordan_U,dimeotane,"You must upgrade to Edgy then Feisty"
3,275350.tsv,2005-12-16T13:10:00.000Z,mkyb14,,"is there a 'make' program in ubuntu? a program is asking for it"
3,275350.tsv,2005-12-16T13:11:00.000Z,irvin,mkyb14,"you'll need build-essential for that"
3,275350.tsv,2005-12-16T13:11:00.000Z,irvin,mkyb14,"sudo apt-get install build-essential"
3,72229.tsv,2009-11-30T00:32:00.000Z,BillHarris,,"what incantation lets me see virtual terminals?  They're there, but since sometime in Jaunty, they're black on black."
3,72229.tsv,2009-11-30T00:34:00.000Z,BillHarris,,"will a desktop install use my current /, /boot, and swap partitions and let me keep my /home partition, or is that better done from the alt install?"
3,72229.tsv,2009-11-30T00:34:00.000Z,VCoolio,BillHarris,"normal install can do that too, just don't format /home"
3,125286.tsv,2009-04-16T23:41:00.000Z,GunbladeIV,,"Question: may i know what is the channel for update packaging tutorial?"
3,125286.tsv,2009-04-16T23:41:00.000Z,Pici,GunbladeIV,"#ubuntu-motu"
3,125286.tsv,2009-04-16T23:41:00.000Z,GunbladeIV,Pici,"thanks :)"
3,164748.tsv,2007-06-03T13:12:00.000Z,Ranpha1,,"which program can send mail when it starts?"
3,164748.tsv,2007-06-03T13:12:00.000Z,p1ls,Ranpha1,"what do you mean"
3,164748.tsv,2007-06-03T13:13:00.000Z,Ranpha1,p1ls,"i need to send a mail when my system starts. but since init/d scripting is beyond me i want to know if there is a prgram where  you can put in yout mail, smtp server and have that program startup with the complete system"
3,62380.tsv,2011-12-28T01:17:00.000Z,bhk0,,"Moin. If I open bash there always appears a update notification. How can I remove it (or where is the skript??)?"
3,62380.tsv,2011-12-28T01:18:00.000Z,bhk0,,"ups..."
3,62380.tsv,2011-12-28T01:20:00.000Z,trism,bhk0,"/etc/update-motd.d/90-updates-available I believe (if I understand you correctly)"
3,226843.tsv,2007-04-04T14:57:00.000Z,Pooky,,"anyone know where I can find a php5-dbase package for ubuntu?"
3,226843.tsv,2007-04-04T14:58:00.000Z,Frogzoo,Pooky,"apt-cache search php |grep dbase ?"
3,226843.tsv,2007-04-04T14:58:00.000Z,Pooky,Frogzoo,"I don't get a result for that :/"
3,402.tsv,2012-11-19T04:10:00.000Z,almoxarife,,"sorry subcool"
3,402.tsv,2012-11-19T04:12:00.000Z,almoxarife,,"whats a light DM without compiz that will still have game capability?"
3,402.tsv,2012-11-19T04:13:00.000Z,Bl4cklisted,almoxarife,"XFCE is also pretty lightweight"
3,222398.tsv,2009-06-03T23:54:00.000Z,Zimphin,,"any OS is better than windows"
3,222398.tsv,2009-06-03T23:54:00.000Z,Zimphin,,"All microshit employees should be stoned to death"
3,222398.tsv,2009-06-03T23:54:00.000Z,Jack_Sparrow,Zimphin,"please stop"
3,187666.tsv,2011-03-03T19:55:00.000Z,troulouliou,,"hi i would like to upgrade to 11.04 from 10.04 but update-manager -d propose me only 10.10"
3,187666.tsv,2011-03-03T19:55:00.000Z,troulouliou,,"should i change my preference to testing  or something like that ?"
3,187666.tsv,2011-03-03T19:57:00.000Z,Pici,troulouliou,"Also, natty/11.04 support/discussion is only in #ubuntu+1"
3,173654.tsv,2009-01-07T09:25:00.000Z,kc8pxy,,"i know this question will send red-flags a mile high, but i can't seem to get it working on my own."
3,173654.tsv,2009-01-07T09:27:00.000Z,kc8pxy,,"I'm trying to get aircrack-ng to work, and when i follow the howto's, it keeps telling we that it can't put my atheros card can't be put in monitor mode. I've personally put this card in master mode to use as a WAP, so i know it SHOUDL be able to do this also..   is there something ubunt-specific that is goofing me here?"
3,173654.tsv,2009-01-07T09:27:00.000Z,niriven,kc8pxy,"ndiswrapper?"
3,333802.tsv,2004-11-09T13:01:00.000Z,Greensky,,"is there any easy way to update the refresh rate to 72 instead of 60 or something, ubuntu isn't auto-detecting it"
3,333802.tsv,2004-11-09T13:03:00.000Z,stvn,Greensky,"LinuxJones check XF86Config-4"
3,333802.tsv,2004-11-09T13:03:00.000Z,Greensky,stvn,"I'll see there, thanks"
3,88966.tsv,2010-05-19T13:54:00.000Z,Fui,,"#join hsa"
3,88966.tsv,2010-05-19T13:54:00.000Z,Fui,,"join #hsa"
3,88966.tsv,2010-05-19T13:55:00.000Z,onetinsoldier,Fui,"try --> /join #hsa"
3,5368.tsv,2012-03-17T20:57:00.000Z,compute,,"how can i make me real good unbutu desk top"
3,5368.tsv,2012-03-17T20:59:00.000Z,compute,,"is unity no good and how you get read of it"
3,5368.tsv,2012-03-17T21:01:00.000Z,snowballsteve,compute,"it is all user preference. I use unity+xmonad"
3,139975.tsv,2008-03-27T20:32:00.000Z,boris_,,"hello"
3,139975.tsv,2008-03-27T20:33:00.000Z,boris_,,"hey, i think im getting alot of hardware interrupts which might be slowing my CPU down"
3,139975.tsv,2008-03-27T20:33:00.000Z,Kalamarencu,boris_,"hello"
3,241614.tsv,2006-09-05T09:16:00.000Z,realist,nahoj,"you're better off just asking your question."
3,241614.tsv,2006-09-05T09:16:00.000Z,nahoj,realist,"the problem is that I don't really know what to ask..."
3,241614.tsv,2006-09-05T09:18:00.000Z,realist,nahoj,"why are you looking for network gurus here, of all places?"
3,76613.tsv,2010-01-15T03:20:00.000Z,Ziber,,"anyone seen http://zpaste.org/7045 before?"
3,76613.tsv,2010-01-15T03:21:00.000Z,iceroot,Ziber,"sudo apt-get install command-not-found"
3,76613.tsv,2010-01-22T23:05:00.000Z,iceroot,Ziber,"yes"
3,343606.tsv,2005-03-19T07:32:00.000Z,thebartman,,"after using synaptic update, why dosn't firefox update to version 1.0? or 1.0.1"
3,343606.tsv,2005-03-19T07:33:00.000Z,schweeb,thebartman,"because 1.0 isn't in Warty"
3,343606.tsv,2005-03-19T07:34:00.000Z,schweeb,thebartman,"I think someone set up a repo somewhere, check the wiki"
3,54445.tsv,2009-10-25T05:26:00.000Z,symptom,,"hello, Can anyone point me to a good tutorial on how to write your own drivers for linux"
3,54445.tsv,2009-10-25T05:27:00.000Z,lazyshrk,symptom,"Greg Kroah-Hartman had a talk about it, there is a video somewhere"
3,54445.tsv,2009-10-25T05:27:00.000Z,lazyshrk,symptom,"1 hour or so, where he goes through examples"
3,92085.tsv,2009-09-27T09:06:00.000Z,saurav,,"can not read Bengali news paper aajkl in Firefox . i have installed padma duynamic fonts. It works only for Anandabazar. Do i install Netscape ?"
3,92085.tsv,2009-09-27T09:06:00.000Z,tanjir,saurav,"why do you think people knows about ajkal here? :P"
3,92085.tsv,2009-09-27T09:14:00.000Z,tanjir,saurav,"you still can run IE in ubuntu... lol"
3,283995.tsv,2006-05-29T10:58:00.000Z,Dawei,,"Bug report time on a Breezy>Dapper update! I did 3 'sudo apt-get -f install's to get things going, once from an 'x-less' environment, because the installation screwed up 'x'. In the process: 1) My sound no longer works. (I have an nVidia card) 2) I had to re-install a few programs that I had running before, they just disappeared. To put it mildly... whoever said that Dapper Drake was ready to release was not looking at life the way that I l"
3,283995.tsv,2006-05-29T10:58:00.000Z,Dawei,,"it."
3,283995.tsv,2006-05-29T10:59:00.000Z,zcat[1] ,Dawei,"it might be better off the CD. I did an update to Breezy that way and X broke but otherwise it wasn't too bad. Dapper broke _everything_ but that was beta2"
3,269165.tsv,2005-10-28T16:37:00.000Z,javiermsi,,"maybe anyone help a linux amateur?"
3,269165.tsv,2005-10-28T16:38:00.000Z,javiermsi,,"maybe anyone help a linux amateur?"
3,269165.tsv,2005-10-28T16:38:00.000Z,gnomefreak,javiermsi," ask your question yet?"
3,53993.tsv,2009-10-27T23:58:00.000Z,umberto,,"hello everybody"
3,53993.tsv,2009-10-27T23:59:00.000Z,umberto,,"i've a simple problem"
3,53993.tsv,2009-10-27T23:59:00.000Z,Xs3s3,umberto,"which is?"
3,302144.tsv,2009-09-26T20:15:00.000Z,ranasco,,"please help me i movie player display not fine where i go for better performance"
3,302144.tsv,2009-09-26T20:15:00.000Z,Barnabas,ranasco,"what GPU do you have"
3,302144.tsv,2009-09-26T20:17:00.000Z,Barnabas,ranasco,"Graphis Processing Unit"
3,195023.tsv,2008-06-11T03:27:00.000Z,genii,earthling,"You're assuming it's some source code :)"
3,195023.tsv,2008-06-11T03:51:00.000Z,genii,earthling,"rockbox"
3,195023.tsv,2008-06-11T03:52:00.000Z,genii,earthling,"rockbox is actually a linux distribution which goes on your ipod. You can still dual-boot it to the original apple firmware if you like as well"
3,308002.tsv,2008-05-04T22:59:00.000Z,MachinTrucChose,,"what archiver do you guys recommend for RAR files? Archive Manager doesn't have RAR support apparently O_O"
3,308002.tsv,2008-05-04T22:59:00.000Z,iGama,MachinTrucChose,"apt-get install rar"
3,308002.tsv,2008-05-04T22:59:00.000Z,iGama,MachinTrucChose,"there you have it..."
3,309224.tsv,2009-05-01T14:28:00.000Z,traisen,,"ikona: sudo -i login / sudo login / sudo su / sudo -i  rootuserid dont work for me."
3,309224.tsv,2009-05-01T14:29:00.000Z,traisen,,"from man sudo -i looks reasonable, but sudo anything asks for the current userids password and then says its not in the sudousers file."
3,309224.tsv,2009-05-01T14:29:00.000Z,gordonjcp,traisen,"how did you get to a state where your user isn't in sudoers?"
3,85543.tsv,2010-08-09T22:19:00.000Z,Knifas_,,"i'm back"
3,85543.tsv,2010-08-09T22:20:00.000Z,Knifas_,,"i got into my bios"
3,85543.tsv,2010-08-09T22:21:00.000Z,sacarlson,Knifas_,"I knew you could do it"
3,106646.tsv,2009-04-19T05:34:00.000Z,_some0ne,,"does a live ubuntu 8.10 session allow to write to ntfs easily?"
3,106646.tsv,2009-04-19T05:35:00.000Z,elexodus,_some0ne,"No, Live session is read only"
3,106646.tsv,2009-04-19T05:35:00.000Z,elexodus,_some0ne,"yup"
3,34763.tsv,2010-07-19T13:59:00.000Z,bytesoup,,"Hello folks, can i post a link to a launchpad question I have open at the moment to get more visibility / help?"
3,34763.tsv,2010-07-19T14:00:00.000Z,violinappren,bytesoup,"post it"
3,34763.tsv,2010-07-19T14:00:00.000Z,bytesoup,violinappren,"thanks"
3,19075.tsv,2011-04-14T18:41:00.000Z,karlo,,"how I can change the computer name? I tried to change '/etc/hosts' and '/etc/hostname' but nothing"
3,19075.tsv,2011-04-14T18:41:00.000Z,KNUBBIG,karlo,"sudo nano /etc/hostname helps certainly (after a reboot)"
3,19075.tsv,2011-04-14T18:42:00.000Z,KNUBBIG,karlo,"yes afaik"
3,305925.tsv,2005-11-16T08:15:00.000Z,Melissa83,,"how do i boot straight to console mode?"
3,305925.tsv,2005-11-16T08:16:00.000Z,nickrud,Melissa83,"delete S13gdm in /etc/rc2.d"
3,305925.tsv,2005-11-16T08:17:00.000Z,nickrud,Melissa83,"or better yet, rename it to K13gdm, so you can put it back when you want"
3,47830.tsv,2011-06-29T08:02:00.000Z,IdleOne,," mikevPussyboy Please change your nick to a family friendly one"
3,47830.tsv,2011-06-29T08:03:00.000Z,IdleOne,,"or /part :)"
3,47830.tsv,2011-06-29T08:03:00.000Z,Tekk_,IdleOne,"stupit MIT guys seeing how long they can idle and get away with it :p"
3,70974.tsv,2009-05-05T02:05:00.000Z,nikkiclau,usr13,"pointless if you're using the same system and using linux"
3,70974.tsv,2009-05-05T02:05:00.000Z,nikkiclau,usr13,"takes precious hard drive space away ;-)"
